company,company_explore_url,problem_name,problem_url,difficulty,page
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Isomorphic Trees,https://www.geeksforgeeks.org/problems/check-if-tree-is-isomorphic/1,Medium,13
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Josephus problem,https://www.geeksforgeeks.org/problems/josephus-problem/1,Easy,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Jump Game,https://www.geeksforgeeks.org/problems/jump-game/1,Medium,16
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Jumping Numbers,https://www.geeksforgeeks.org/problems/jumping-numbers3805/1,Medium,18
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K closest elements,https://www.geeksforgeeks.org/problems/k-closest-elements3619/1,Medium,15
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K closest point to origin,https://www.geeksforgeeks.org/problems/product-array-puzzle4634/1,Medium,32
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K distance from root,https://www.geeksforgeeks.org/problems/k-distance-from-root/1,Easy,13
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,k largest elements,https://www.geeksforgeeks.org/problems/k-largest-elements4206/1,Medium,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K Sized Subarray Maximum,https://www.geeksforgeeks.org/problems/maximum-of-all-subarrays-of-size-k3101/1,Medium,3
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K Sum Paths,https://www.geeksforgeeks.org/problems/k-sum-paths/1,Medium,11
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,k-Anagram,https://www.geeksforgeeks.org/problems/check-if-two-strings-are-k-anagrams-or-not/1,Medium,17
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K-Palindrome,https://www.geeksforgeeks.org/problems/find-if-string-is-k-palindrome-or-not1923/1,Medium,23
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,K-th missing element,https://www.geeksforgeeks.org/problems/k-th-missing-element3635/1,Easy,23
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,k-th Smallest in BST,https://www.geeksforgeeks.org/problems/find-k-th-smallest-element-in-bst/1,Medium,10
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kadane's Algorithm,https://www.geeksforgeeks.org/problems/kadanes-algorithm-1587115620/1,Medium,1
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Keypad typing,https://www.geeksforgeeks.org/problems/keypad-typing0119/1,Basic,23
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Knapsack with Duplicate Items,https://www.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,Medium,7
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Knight Walk,https://www.geeksforgeeks.org/problems/knight-walk4521/1,Medium,20
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Koko Eating Bananas,https://www.geeksforgeeks.org/problems/koko-eating-bananas/1,Medium,20
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth Ancestor in a Tree,https://www.geeksforgeeks.org/problems/kth-ancestor-in-a-tree/1,Medium,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth distance,https://www.geeksforgeeks.org/problems/kth-distance3757/1,Easy,21
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth from End of Linked List,https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1,Easy,2
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth largest element in BST,https://www.geeksforgeeks.org/problems/kth-largest-element-in-bst/1,Easy,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth Largest in a Stream,https://www.geeksforgeeks.org/problems/kth-largest-element-in-a-stream2220/1,Medium,15
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth Smallest,https://www.geeksforgeeks.org/problems/kth-smallest-element5635/1,Medium,1
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth smallest element in a Matrix,https://www.geeksforgeeks.org/problems/kth-element-in-matrix/1,Medium,16
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest BST,https://www.geeksforgeeks.org/problems/largest-bst/1,Medium,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest Divisible Subset,https://www.geeksforgeeks.org/problems/largest-divisible-subset--170643/1,Medium,25
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest number in K swaps,https://www.geeksforgeeks.org/problems/largest-number-in-k-swaps-1587115620/1,Medium,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest square formed in a matrix,https://www.geeksforgeeks.org/problems/largest-square-formed-in-a-matrix0806/1,Medium,13
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest subarray of 0's and 1's,https://www.geeksforgeeks.org/problems/largest-subarray-of-0s-and-1s/1,Easy,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest subarray with 0 sum,https://www.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1,Medium,2
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest value in each level,https://www.geeksforgeeks.org/problems/largest-value-in-each-level/1,Easy,27
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,LCA in  Binary Tree,https://www.geeksforgeeks.org/problems/lowest-common-ancestor-in-a-binary-tree/1,Medium,7
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Leaves at Same Level or Not,https://www.geeksforgeeks.org/problems/leaf-at-same-level/1,Easy,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Leaves to DLL,https://www.geeksforgeeks.org/problems/leaves-to-dll/1,Medium,26
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Left most and right most index,https://www.geeksforgeeks.org/problems/find-first-and-last-occurrence-of-x0849/1,Easy,16
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Left out candies,https://www.geeksforgeeks.org/problems/left-out-candies5652/1,Easy,31
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Left Smaller Right Greater,https://www.geeksforgeeks.org/problems/unsorted-array4925/1,Easy,10
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Left View of Binary Tree,https://www.geeksforgeeks.org/problems/left-view-of-binary-tree/1,Easy,1
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Leftmost and rightmost nodes of binary tree,https://www.geeksforgeeks.org/problems/leftmost-and-rightmost-nodes-of-binary-tree/1,Medium,20
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Length of Longest Cycle in a Graph,https://www.geeksforgeeks.org/problems/length-of-longest-cycle-in-a-graph/1,Hard,33
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Length of the longest substring,https://www.geeksforgeeks.org/problems/length-of-the-longest-substring3036/1,Medium,11
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Let's Play!!!,https://www.geeksforgeeks.org/problems/lets-play0201/1,Hard,31
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Level of a Node in Binary Tree,https://www.geeksforgeeks.org/problems/level-of-a-node-in-binary-tree/1,Easy,25
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Level Order in Spiral,https://www.geeksforgeeks.org/problems/level-order-traversal-in-spiral-form/1,Easy,6
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Level Order Line by Line,https://www.geeksforgeeks.org/problems/level-order-traversal-line-by-line/1,Easy,15
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Level order traversal,https://www.geeksforgeeks.org/problems/level-order-traversal/1,Medium,6
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Linked List Group Reverse,https://www.geeksforgeeks.org/problems/reverse-a-linked-list-in-groups-of-given-size/1,Hard,5
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Linked List in Zig-Zag fashion,https://www.geeksforgeeks.org/problems/linked-list-in-zig-zag-fashion/1,Medium,27
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Linked List that is Sorted Alternatingly,https://www.geeksforgeeks.org/problems/linked-list-that-is-sorted-alternatingly/1,Medium,19
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Linked List to Binary Tree,https://www.geeksforgeeks.org/problems/make-binary-tree/1,Medium,19
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Arithmetic Subsequence,https://www.geeksforgeeks.org/problems/longest-arithmetic-progression1019/1,Medium,22
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Common Subsequence,https://www.geeksforgeeks.org/problems/longest-common-subsequence-1587115620/1,Medium,4
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Common Substring,https://www.geeksforgeeks.org/problems/longest-common-substring1452/1,Medium,4
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Consecutive Subsequence,https://www.geeksforgeeks.org/problems/longest-consecutive-subsequence2449/1,Medium,3
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Increasing Subarray,https://www.geeksforgeeks.org/problems/longest-increasing-subarray3811/1,Easy,28
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Increasing Subsequence,https://www.geeksforgeeks.org/problems/longest-increasing-subsequence-1587115620/1,Medium,3
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Palindrome in a String,https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1,Medium,4
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Palindromic Subsequence,https://www.geeksforgeeks.org/problems/longest-palindromic-subsequence-1612327878/1,Medium,13
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Palindromic Substring,https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string1956/1,Medium,21
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Prefix Suffix,https://www.geeksforgeeks.org/problems/longest-prefix-suffix2527/1,Hard,9
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Repeating Subsequence,https://www.geeksforgeeks.org/problems/longest-repeating-subsequence2004/1,Medium,11
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Subarray with Sum K,https://www.geeksforgeeks.org/problems/longest-sub-array-with-sum-k0809/1,Medium,1
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest substring to form a Palindrome,https://www.geeksforgeeks.org/problems/longest-substring-whose-character-rearranged-can-form-a-palindrome/1,Hard,31
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest substring with distinct characters,https://www.geeksforgeeks.org/problems/longest-distinct-characters-in-string5848/1,Medium,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest Substring with K Uniques,https://www.geeksforgeeks.org/problems/longest-k-unique-characters-substring0853/1,Medium,5
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Look and Say Pattern,https://www.geeksforgeeks.org/problems/decode-the-pattern1138/1,Medium,21
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Lowest Common Ancestor in a BST,https://www.geeksforgeeks.org/problems/lowest-common-ancestor-in-a-bst/1,Medium,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,LRU Cache,https://www.geeksforgeeks.org/problems/lru-cache/1,Hard,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,M-Coloring Problem,https://www.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1,Medium,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Magic Number,https://www.geeksforgeeks.org/problems/magic-number4431/1,Easy,31
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Majority Element,https://www.geeksforgeeks.org/problems/majority-element-1587115620/1,Medium,1
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Make a Distinct Digit Array,https://www.geeksforgeeks.org/problems/make-a-distinct-digit-array2007/1,Basic,28
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Match specific pattern,https://www.geeksforgeeks.org/problems/match-specific-pattern/1,Easy,26
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max  rectangle,https://www.geeksforgeeks.org/problems/max-rectangle/1,Hard,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Circular Subarray Sum,https://www.geeksforgeeks.org/problems/max-circular-subarray-sum-1587115620/1,Hard,8
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Level Sum in Binary Tree,https://www.geeksforgeeks.org/problems/max-level-sum-in-binary-tree--170647/1,Easy,27
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max of min for every window size,https://www.geeksforgeeks.org/problems/maximum-of-minimum-for-every-window-size3453/1,Hard,16
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Path Sum 2 Special Nodes,https://www.geeksforgeeks.org/problems/maximum-path-sum/1,Hard,7
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max possible amount,https://www.geeksforgeeks.org/problems/max-possible-amount2717/1,Medium,31
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max sum in the configuration,https://www.geeksforgeeks.org/problems/max-sum-in-the-configuration/1,Medium,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Sum Increasing Subsequence,https://www.geeksforgeeks.org/problems/maximum-sum-increasing-subsequence4749/1,Medium,7
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max sum path in two arrays,https://www.geeksforgeeks.org/problems/max-sum-path-in-two-arrays/1,Medium,17
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Sum without Adjacents,https://www.geeksforgeeks.org/problems/max-sum-without-adjacents2430/1,Medium,12
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Sum without Adjacents,https://www.geeksforgeeks.org/problems/max-sum-without-adjacents--170645/1,Medium,26
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max value,https://www.geeksforgeeks.org/problems/max-value1205/1,Easy,29
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximize Number of 1's,https://www.geeksforgeeks.org/problems/maximize-number-of-1s0905/1,Medium,16
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximize The Cut Segments,https://www.geeksforgeeks.org/problems/cutted-segments1642/1,Medium,6
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum average subarray,https://www.geeksforgeeks.org/problems/maximum-average-subarray5859/1,Easy,28
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Depth Of Binary Tree,https://www.geeksforgeeks.org/problems/maximum-depth-of-binary-tree/1,Easy,23
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum difference between node and its ancestor,https://www.geeksforgeeks.org/problems/maximum-difference-between-node-and-its-ancestor/1,Medium,16
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Index,https://www.geeksforgeeks.org/problems/maximum-index-1587115620/1,Medium,5
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Index,https://www.geeksforgeeks.org/problems/maximum-index3307/1,Medium,7
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Intervals Overlap,https://www.geeksforgeeks.org/problems/maximum-intervals-overlap5708/1,Medium,27
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Node Level,https://www.geeksforgeeks.org/problems/maximum-node-level/1,Easy,26
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Non-Adjacent Nodes Sum,https://www.geeksforgeeks.org/problems/maximum-sum-of-non-adjacent-nodes/1,Medium,14
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum occured integer,https://www.geeksforgeeks.org/problems/maximum-occured-integer4602/1,Medium,14
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum path sum in matrix,https://www.geeksforgeeks.org/problems/path-in-matrix3805/1,Medium,13
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Possible Sum of Products,https://www.geeksforgeeks.org/problems/maximum-possible-sum-of-products3637/1,Easy,30
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum product of two numbers,https://www.geeksforgeeks.org/problems/maximum-product-of-two-numbers2730/1,Basic,20
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Product Subarray,https://www.geeksforgeeks.org/problems/maximum-product-subarray3604/1,Medium,2
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum repeating number,https://www.geeksforgeeks.org/problems/maximum-repeating-number4858/1,Easy,24
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Sub Array,https://www.geeksforgeeks.org/problems/maximum-sub-array5443/1,Medium,10
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Sub-String after at most K changes,https://www.geeksforgeeks.org/problems/maximum-sub-string-after-at-most-k-changes3220/1,Medium,29
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum sum Rectangle,https://www.geeksforgeeks.org/problems/maximum-sum-rectangle2948/1,Hard,20
Amazon,https://www.geeksforgeeks.org/explore?page=1&company=Amazon&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum Tip Calculator,https://www.geeksforgeeks.org/problems/maximum-tip-calculator2631/1,Medium,15
